"year","em","month","sector","global_total","units"
2100,"CO2",10,"SLV",4293.16698323977,"kt"
2100,"CO2",11,"SLV",4154.6777257159,"kt"
2100,"CO2",12,"SLV",4293.16698323977,"kt"
2100,"CO2",1,"WST",11077.4395131593,"kt"
2100,"CO2",2,"WST",10005.4292376923,"kt"
2100,"CO2",3,"WST",11077.4395131593,"kt"
2100,"CO2",4,"WST",10720.1027546703,"kt"
2100,"CO2",5,"WST",11077.4395131593,"kt"
2100,"CO2",6,"WST",10720.1027546703,"kt"
2100,"CO2",7,"WST",11077.4395131593,"kt"
2100,"CO2",8,"WST",11077.4395131593,"kt"
2100,"CO2",9,"WST",10720.1027546703,"kt"
2100,"CO2",10,"WST",11077.4395131593,"kt"
2100,"CO2",11,"WST",10720.1027546703,"kt"
2100,"CO2",12,"WST",11077.4395131593,"kt"
2100,"CO2",1,"SHP",93432.8711561377,"kt"
2100,"CO2",2,"SHP",80177.9202882857,"kt"
2100,"CO2",3,"SHP",97765.9762468483,"kt"
2100,"CO2",4,"SHP",93786.2283404934,"kt"
2100,"CO2",5,"SHP",98559.3164722519,"kt"
2100,"CO2",6,"SHP",91688.828760041,"kt"
2100,"CO2",7,"SHP",101400.279866062,"kt"
2100,"CO2",8,"SHP",102764.088186493,"kt"
2100,"CO2",9,"SHP",97789.0058572177,"kt"
2100,"CO2",10,"SHP",105099.159268418,"kt"
2100,"CO2",11,"SHP",102384.618152178,"kt"
2100,"CO2",12,"SHP",103595.659832372,"kt"
2100,"CO2",1,"NEGCO2",-294009.504929041,"kt"
2100,"CO2",2,"NEGCO2",-265556.972193973,"kt"
2100,"CO2",3,"NEGCO2",-294009.504929041,"kt"
2100,"CO2",4,"NEGCO2",-284525.327350685,"kt"
2100,"CO2",5,"NEGCO2",-294009.504929041,"kt"
2100,"CO2",6,"NEGCO2",-284525.327350685,"kt"
2100,"CO2",7,"NEGCO2",-294009.504929041,"kt"
2100,"CO2",8,"NEGCO2",-294009.504929041,"kt"
2100,"CO2",9,"NEGCO2",-284525.327350685,"kt"
2100,"CO2",10,"NEGCO2",-294009.504929041,"kt"
2100,"CO2",11,"NEGCO2",-284525.327350685,"kt"
2100,"CO2",12,"NEGCO2",-294009.504929041,"kt"
